Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
rwsuiMotorcycleStorageSize_Option_Desc,,,,,"Current Values: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nOnce vehicle storage size is expanded it should not be reduced again on the same save.",,"Aktuelle Werte: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nSobald die Fahrzeuglagergröße erweitert wurde, sollte sie im selben Spielstand nicht wieder verringert werden.","Valores actuales: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nUna vez que se amplía el tamaño de almacenamiento del vehículo, no se debe reducir nuevamente en el mismo guardado.","Valeurs actuelles : \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nUne fois la taille de stockage des véhicules augmentée, elle ne doit plus être réduite sur la même sauvegarde.","Valori attuali: \n Vanilla, 10_Slot, 20_Slot, 30_Slot, 40_Slot, 50_Slot, 60_Slot, 70_Slot, 80_Slot, 90_Slot \n\nUna volta che la dimensione dello spazio di archiviazione del veicolo è aumentata, non dovrebbe essere ridotta di nuovo nello stesso salvataggio.",現在の値: \n Vanilla、10_Slots、20_Slots、30_Slots、40_Slots、50_Slots、60_Slots、70_Slots、80_Slots、90_Slots \n\n車両の保管サイズを一度拡張すると、同じ保存で再度縮小することはできません。,"현재 값: 바닐라, 10슬롯, 20슬롯, 30슬롯, 40슬롯, 50슬롯, 60슬롯, 70슬롯, 80슬롯, 90슬롯 차량 보관함 크기는 한 번 확장되면 동일한 저장 파일 내에서 다시 축소할 수 없습니다.","Bieżące wartości: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nPo zwiększeniu rozmiaru magazynu pojazdów nie powinien on zostać ponownie zmniejszony podczas tego samego zapisu.","Valores atuais: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nUma vez que o tamanho do armazenamento de veículos seja expandido, ele não deve ser reduzido novamente no mesmo jogo salvo.","Текущие значения: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nПосле увеличения размера хранилища для транспортных средств его не следует уменьшать повторно в том же сохранении.","Mevcut Değerler: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nAraç depolama alanı genişletildikten sonra aynı kayıt dosyasında tekrar küçültülmemelidir.",当前值：\n 原版、10_Slots、20_Slots、30_Slots、40_Slots、50_Slots、60_Slots、70_Slots、80_Slots、90_Slots \n\n车辆存储容量一旦扩展，在同一存档中就不应该再缩小。,目前值：\n 原版、10_Slots、20_Slots、30_Slots、40_Slots、50_Slots、60_Slots、70_Slots、80_Slots、90_Slots \n\n車輛儲存容量一旦擴展，在同一台車輛存檔中就不應該縮小。
rwsui4x4TruckStorageSize_Option,,,,,4x4 Truck Storage Size,,Stauraumgröße für 4x4-LKW,Tamaño de almacenamiento de camionetas 4x4,Dimensions de rangement pour camion 4x4,Dimensioni dello spazio di stoccaggio per camion 4x4,4x4トラックの収納サイズ,4x4 트럭 적재 공간,Rozmiar przechowywania ciężarówki 4x4,Tamanho do compartimento de armazenamento para caminhonetes 4x4,Размеры места для хранения в полноприводном грузовике (4x4),4x4 Kamyon Depolama Alanı Boyutu,4x4卡车储物空间,4x4卡車儲物空間
rwsui4x4TruckStorageSize_Option_Desc,,,,,"Current Values: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nOnce vehicle storage size is expanded it should not be reduced again on the same save.",,"Aktuelle Werte: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nSobald die Fahrzeuglagergröße erweitert wurde, sollte sie im selben Spielstand nicht wieder verringert werden.","Valores actuales: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nUna vez que se amplía el tamaño de almacenamiento del vehículo, no se debe reducir nuevamente en el mismo guardado.","Valeurs actuelles : \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nUne fois la taille de stockage des véhicules augmentée, elle ne doit plus être réduite sur la même sauvegarde.","Valori attuali: \n Vanilla, 10_Slot, 20_Slot, 30_Slot, 40_Slot, 50_Slot, 60_Slot, 70_Slot, 80_Slot, 90_Slot \n\nUna volta che la dimensione dello spazio di archiviazione del veicolo è aumentata, non dovrebbe essere ridotta di nuovo nello stesso salvataggio.",現在の値: \n Vanilla、10_Slots、20_Slots、30_Slots、40_Slots、50_Slots、60_Slots、70_Slots、80_Slots、90_Slots \n\n車両の保管サイズを一度拡張すると、同じ保存で再度縮小することはできません。,"현재 값: 바닐라, 10슬롯, 20슬롯, 30슬롯, 40슬롯, 50슬롯, 60슬롯, 70슬롯, 80슬롯, 90슬롯 차량 보관함 크기는 한 번 확장되면 동일한 저장 파일 내에서 다시 축소할 수 없습니다.","Bieżące wartości: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nPo zwiększeniu rozmiaru magazynu pojazdów nie powinien on zostać ponownie zmniejszony podczas tego samego zapisu.","Valores atuais: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nUma vez que o tamanho do armazenamento de veículos seja expandido, ele não deve ser reduzido novamente no mesmo jogo salvo.","Текущие значения: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nПосле увеличения размера хранилища для транспортных средств его не следует уменьшать повторно в том же сохранении.","Mevcut Değerler: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nAraç depolama alanı genişletildikten sonra aynı kayıt dosyasında tekrar küçültülmemelidir.",当前值：\n 原版、10_Slots、20_Slots、30_Slots、40_Slots、50_Slots、60_Slots、70_Slots、80_Slots、90_Slots \n\n车辆存储容量一旦扩展，在同一存档中就不应该再缩小。,目前值：\n 原版、10_Slots、20_Slots、30_Slots、40_Slots、50_Slots、60_Slots、70_Slots、80_Slots、90_Slots \n\n車輛儲存容量一旦擴展，在同一台車輛存檔中就不應該縮小。
rwsuiGyrocopterStorageSize_Option,,,,,Gyrocopter Storage Size,,Gyrokopter-Speichergröße,Tamaño de almacenamiento del girocóptero,Dimensions de rangement du gyrocoptère,Dimensioni di stoccaggio dell'autogiro,ジャイロコプターの収納サイズ,자이로콥터 보관 크기,Rozmiar przechowywania żyrokoptera,Tamanho de armazenamento do girocóptero,Размер отсека для хранения гирокоптера,Jiroskop Depolama Boyutu,旋翼机存储尺寸,旋翼機儲存尺寸
rwsuiGyrocopterStorageSize_Option_Desc,,,,,"Current Values: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nOnce vehicle storage size is expanded it should not be reduced again on the same save.",,"Aktuelle Werte: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nSobald die Fahrzeuglagergröße erweitert wurde, sollte sie im selben Spielstand nicht wieder verringert werden.","Valores actuales: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nUna vez que se amplía el tamaño de almacenamiento del vehículo, no se debe reducir nuevamente en el mismo guardado.","Valeurs actuelles : \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nUne fois la taille de stockage des véhicules augmentée, elle ne doit plus être réduite sur la même sauvegarde.","Valori attuali: \n Vanilla, 10_Slot, 20_Slot, 30_Slot, 40_Slot, 50_Slot, 60_Slot, 70_Slot, 80_Slot, 90_Slot \n\nUna volta che la dimensione dello spazio di archiviazione del veicolo è aumentata, non dovrebbe essere ridotta di nuovo nello stesso salvataggio.",現在の値: \n Vanilla、10_Slots、20_Slots、30_Slots、40_Slots、50_Slots、60_Slots、70_Slots、80_Slots、90_Slots \n\n車両の保管サイズを一度拡張すると、同じ保存で再度縮小することはできません。,"현재 값: 바닐라, 10슬롯, 20슬롯, 30슬롯, 40슬롯, 50슬롯, 60슬롯, 70슬롯, 80슬롯, 90슬롯 차량 보관함 크기는 한 번 확장되면 동일한 저장 파일 내에서 다시 축소할 수 없습니다.","Bieżące wartości: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nPo zwiększeniu rozmiaru magazynu pojazdów nie powinien on zostać ponownie zmniejszony podczas tego samego zapisu.","Valores atuais: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nUma vez que o tamanho do armazenamento de veículos seja expandido, ele não deve ser reduzido novamente no mesmo jogo salvo.","Текущие значения: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nПосле увеличения размера хранилища для транспортных средств его не следует уменьшать повторно в том же сохранении.","Mevcut Değerler: \n Vanilla, 10_Slots, 20_Slots, 30_Slots, 40_Slots, 50_Slots, 60_Slots, 70_Slots, 80_Slots, 90_Slots \n\nAraç depolama alanı genişletildikten sonra aynı kayıt dosyasında tekrar küçültülmemelidir.",当前值：\n 原版、10_Slots、20_Slots、30_Slots、40_Slots、50_Slots、60_Slots、70_Slots、80_Slots、90_Slots \n\n车辆存储容量一旦扩展，在同一存档中就不应该再缩小。,目前值：\n 原版、10_Slots、20_Slots、30_Slots、40_Slots、50_Slots、60_Slots、70_Slots、80_Slots、90_Slots \n\n車輛儲存容量一旦擴展，在同一台車輛存檔中就不應該縮小。
rwsuiPackMuleRank1LongDesc2page,progression,perk Str,,,Who has time to organize their stuff perfectly?\nCarry one more row of items without being encumbered.\nIncreases the crafting speed of items from your inventory by 10%.\nYour pack has a 5% chance to ignore physical damage when hit.,,"Wer hat schon Zeit, seine Sachen perfekt zu organisieren?\nTrage eine weitere Reihe Gegenstände, ohne überladen zu sein.\nErhöht die Herstellungsgeschwindigkeit von Gegenständen aus deinem Inventar um 10 %.\nDein Rucksack hat eine Chance von 5 %, physischen Schaden zu ignorieren, wenn er getroffen wird.",¿Quién tiene tiempo para organizar sus cosas a la perfección?\nLleva una fila más de objetos sin estorbos.\nAumenta la velocidad de elaboración de objetos de tu inventario en un 10%.\nTu mochila tiene un 5% de probabilidad de ignorar el daño físico al ser golpeada.,Qui a le temps de ranger ses affaires à la perfection ? Transportez une rangée d'objets supplémentaire sans être encombré. Augmente la vitesse de fabrication des objets de votre inventaire de 10 %. Votre sac a 5 % de chances d'ignorer les dégâts physiques lorsqu'il est touché.,Chi ha tempo di organizzare perfettamente le proprie cose?\nTrasporta un'altra fila di oggetti senza essere intralciato.\nAumenta del 10% la velocità di creazione degli oggetti dal tuo inventario.\nIl tuo zaino ha il 5% di probabilità di ignorare i danni fisici quando viene colpito.,持ち物を完璧に整理する時間なんてあるでしょうか？\n荷物にならずに、もう 1 列のアイテムを運べます。\nインベントリにあるアイテムの作成速度が 10% 増加します。\nパックが攻撃を受けたときに、物理ダメージを無視する確率が 5% になります。,누가 자기 물건을 완벽하게 정리할 시간이 있겠어요?\n무게 부담 없이 아이템을 한 줄 더 휴대할 수 있습니다.\n인벤토리에서 아이템 제작 속도를 10% 증가시킵니다.\n배낭이 피격 시 물리 피해를 무시할 확률이 5%입니다.,Kto ma czas na idealne uporządkowanie swoich rzeczy?\nPozwól sobie na przenoszenie o jeden rząd przedmiotów bez obciążania się.\nZwiększa prędkość tworzenia przedmiotów z twojego ekwipunku o 10%.\nTwój plecak ma 5% szans na zignorowanie obrażeń fizycznych po trafieniu.,Quem tem tempo para organizar suas coisas perfeitamente?\nCarregue mais uma fileira de itens sem ficar sobrecarregado.\nAumenta a velocidade de fabricação de itens do seu inventário em 10%.\nSua mochila tem 5% de chance de ignorar dano físico ao ser atingida.,"У кого есть время идеально организовывать свои вещи?\nПереносите на один ряд больше предметов, не испытывая дискомфорта.\nУвеличивает скорость создания предметов из вашего инвентаря на 10%.\nВаш рюкзак имеет 5% шанс игнорировать физический урон при попадании.",Eşyalarını mükemmel bir şekilde düzenlemeye kimin vakti var?\nYük taşımadan bir sıra daha eşya taşıyabilirsiniz.\nEnvanterinizdeki eşyaların üretim hızını %10 artırır.\nÇantanızın darbe aldığında fiziksel hasarı %5 oranında görmezden gelme şansı vardır.,谁有时间把自己的东西整理得井井有条？\n可以多携带一排物品而不会感到负重。\n提高背包中物品的制作速度10%。\n背包受到攻击时有5%的几率无视物理伤害。,誰有時間把自己的東西整理得井井有條？ \n可以多攜帶一排物品而不會感到負重。 \n提高背包中物品的製作速度10%。 \n背包受到攻擊時有5%的幾率無視物理傷害。
rwsuiPackMuleRank2LongDesc2page,progression,perk Str,,,You know it's in there somewhere.\nCarry an additional one more row of items without being encumbered.\nIncreases the crafting speed of items from your inventory by 20%.\nYour pack has a 10% chance to ignore physical damage when hit.,,"Du weißt, es ist irgendwo da drin.\nTrage eine zusätzliche Reihe Gegenstände, ohne überladen zu sein.\nErhöht die Herstellungsgeschwindigkeit von Gegenständen aus deinem Inventar um 20 %.\nDein Rucksack hat eine Chance von 10 %, physischen Schaden zu ignorieren, wenn er getroffen wird.",Sabes que está ahí en alguna parte.\nLleva una fila más de objetos sin estorbos.\nAumenta la velocidad de elaboración de objetos de tu inventario en un 20%.\nTu mochila tiene un 10% de probabilidad de ignorar el daño físico cuando recibe un golpe.,"Vous savez qu'il est là, quelque part.\nTransportez une rangée d'objets supplémentaire sans être encombré.\nAugmente la vitesse de fabrication des objets de votre inventaire de 20 %.\nVotre sac a 10 % de chances d'ignorer les dégâts physiques lorsqu'il est touché.",Sai che è lì dentro da qualche parte.\nTrasporta un'altra fila di oggetti senza essere intralciato.\nAumenta del 20% la velocità di creazione degli oggetti dal tuo inventario.\nIl tuo zaino ha il 10% di probabilità di ignorare i danni fisici quando viene colpito.,どこかにあるはずです。\n荷物にならずに、さらに 1 列のアイテムを運ぶことができます。\nインベントリ内のアイテムの作成速度が 20% 増加します。\nパックが攻撃を受けたときに、物理ダメージを無視する確率が 10% になります。,분명 어딘가에 있을 거야.\n추가로 한 줄의 아이템을 더 휴대해도 무게 제한에 걸리지 않습니다.\n인벤토리에서 아이템 제작 속도가 20% 증가합니다.\n배낭이 피격 시 물리 피해를 무시할 확률이 10%입니다.,"Wiesz, że to gdzieś tam jest.\nNoś jeszcze jeden rząd przedmiotów bez obciążania.\nZwiększa prędkość wytwarzania przedmiotów z twojego ekwipunku o 20%.\nTwój plecak ma 10% szans na zignorowanie obrażeń fizycznych po trafieniu.",Você sabe que está lá em algum lugar.\nCarregue mais uma linha de itens sem ficar sobrecarregado.\nAumenta a velocidade de criação de itens do seu inventário em 20%.\nSua mochila tem 10% de chance de ignorar dano físico ao ser atingida.,"Вы же знаете, что оно где-то там есть.\nПереносите ещё один ряд предметов, не перегружая себя.\nУвеличивает скорость создания предметов из вашего инвентаря на 20%.\nВаш рюкзак имеет 10% шанс игнорировать физический урон при попадании.","Biliyorsun, bir yerlerde var.\nEkstra bir sıra eşya daha taşıyabilir, ağırlık yapmazsın.\nEnvanterindeki eşyaların üretim hızını %20 artırır.\nÇantan, darbe aldığında fiziksel hasarı %10 oranında görmezden gelir.",你知道它就在里面的某个地方。\n额外携带一行物品而不会感到负重。\n提高背包中物品的制作速度20%。\n你的背包在受到攻击时有10%的几率无视物理伤害。,你知道它就在裡面的某個地方。 \n額外攜帶一行物品而不會感到負重。 \n提高背包中物品的製作速度20%。 \n你的背包在受到攻擊時有10%的幾率無視於物理傷害。
rwsuiPackMuleRank3LongDesc2page,progression,perk Str,,,You know exactly where everything is.\nCarry one more row of additional items without being encumbered.\nIncreases the crafting speed of items from your inventory by 30%.\nYour pack has a 15% chance to ignore physical damage when hit.,,"Du weißt genau, wo sich alles befindet.\nTrage eine weitere Reihe zusätzlicher Gegenstände, ohne überladen zu sein.\nErhöht die Herstellungsgeschwindigkeit von Gegenständen aus deinem Inventar um 30 %.\nDein Rucksack hat eine Chance von 15 %, physischen Schaden zu ignorieren, wenn er getroffen wird.",Sabes exactamente dónde está todo.\nLleva una fila más de objetos adicionales sin estorbos.\nAumenta la velocidad de elaboración de objetos de tu inventario en un 30%.\nTu mochila tiene un 15% de probabilidad de ignorar el daño físico al ser golpeada.,Vous savez exactement où se trouve chaque chose.\nTransportez une rangée d'objets supplémentaire sans être encombré.\nAugmente la vitesse de fabrication des objets de votre inventaire de 30 %.\nVotre sac a 15 % de chances d'ignorer les dégâts physiques lorsqu'il est touché.,Sai esattamente dove si trova ogni cosa.\nTrasporta un'altra fila di oggetti aggiuntivi senza essere intralciato.\nAumenta del 30% la velocità di creazione degli oggetti dal tuo inventario.\nIl tuo zaino ha il 15% di probabilità di ignorare i danni fisici quando viene colpito.,すべての場所が正確に分かります。\n荷物にならずに、さらに 1 列分のアイテムを運ぶことができます。\nインベントリ内のアイテムの作成速度が 30% 増加します。\nパックが攻撃を受けたときに、物理ダメージを無視する確率が 15% になります。,모든 물건의 위치를 ​​정확히 알고 있습니다.\n추가 아이템을 한 줄 더 휴대해도 무게 제한에 걸리지 않습니다.\n인벤토리에서 아이템 제작 속도가 30% 증가합니다.\n배낭이 피격 시 물리 피해를 무시할 확률이 15%입니다.,"Dokładnie wiesz, gdzie wszystko jest.\nNoś o jeden rząd dodatkowych przedmiotów bez obciążania.\nZwiększa prędkość wytwarzania przedmiotów z twojego ekwipunku o 30%.\nTwój plecak ma 15% szans na zignorowanie obrażeń fizycznych po trafieniu.",Você sabe exatamente onde tudo está.\nCarregue mais uma fileira de itens adicionais sem ficar sobrecarregado.\nAumenta a velocidade de fabricação de itens do seu inventário em 30%.\nSua mochila tem 15% de chance de ignorar dano físico ao ser atingida.,"Вы точно знаете, где что находится.\nПереносите на один ряд больше предметов, не перегружая себя.\nУвеличивает скорость создания предметов из вашего инвентаря на 30%.\nВаш рюкзак имеет 15% шанс игнорировать физический урон при попадании.",Her şeyin nerede olduğunu tam olarak biliyorsunuz.\nEkstra eşya taşıma kapasiteniz artar ve ağırlık yapmazsınız.\nEnvanterinizdeki eşyaların üretim hızını %30 artırır.\nÇantanızın darbe aldığında fiziksel hasarı %15 oranında görmezden gelme şansı vardır.,你知道所有东西都在哪里。\n可以额外携带一排物品而不会感到负重。\n物品栏中物品的制作速度提高30%。\n你的背包在受到攻击时有15%的几率无视物理伤害。,你知道所有東西都在哪裡。 \n可以額外攜帶一排物品而不會感到負重。 \n物品欄中物品的製作速度提高30%。 \n你的背包在受到攻擊時有15%的幾率無視物理傷害。
rwsuiPackMuleRank4LongDesc2page,progression,perk Str,,,"You just passed inspection, private.\nCarry one more row of items without being encumbered.\nIncreases the crafting speed of items from your inventory by 40%.\nYour pack has a 20% chance to ignore physical damage when hit.",,"Sie haben die Inspektion bestanden, Soldat.\nTragen Sie eine weitere Reihe Gegenstände, ohne überladen zu sein.\nErhöht die Herstellungsgeschwindigkeit von Gegenständen aus Ihrem Inventar um 40 %.\nIhr Rucksack hat eine Chance von 20 %, physischen Schaden zu ignorieren, wenn er getroffen wird.","Acabas de pasar la inspección, soldado.\nLleva una fila más de objetos sin estorbos.\nAumenta la velocidad de elaboración de objetos de tu inventario en un 40%.\nTu mochila tiene un 20% de probabilidad de ignorar el daño físico al ser golpeada.","Inspection réussie, soldat.\nVous pouvez transporter une rangée d'objets supplémentaire sans être surchargé.\nLa vitesse de fabrication des objets de votre inventaire est augmentée de 40 %.\nVotre sac a 20 % de chances d'ignorer les dégâts physiques lorsqu'il est touché.","Hai appena superato l'ispezione, soldato.\nTrasporta un'altra fila di oggetti senza essere intralciato.\nAumenta del 40% la velocità di creazione degli oggetti dal tuo inventario.\nIl tuo zaino ha il 20% di probabilità di ignorare i danni fisici quando viene colpito.",二等兵、検査に合格しました。\n荷物にならずにもう 1 列のアイテムを運べます。\nインベントリのアイテムの作成速度が 40% 増加します。\nパックが攻撃を受けたときに物理ダメージを無視する確率が 20% になります。,"방금 검사를 통과했습니다, 이등병.\n무게 제한 없이 아이템을 한 줄 더 휴대할 수 있습니다.\n인벤토리에서 아이템을 제작하는 속도가 40% 증가합니다.\n배낭이 피격 시 물리 피해를 무시할 확률이 20%입니다.","Właśnie przeszedłeś inspekcję, szeregowy.\nPonieś jeszcze jeden rząd przedmiotów bez obciążenia.\nZwiększa prędkość wytwarzania przedmiotów z twojego ekwipunku o 40%.\nTwój plecak ma 20% szans na zignorowanie obrażeń fizycznych po trafieniu.","Você acaba de passar pela inspeção, soldado.\nCarregue mais uma fileira de itens sem ficar sobrecarregado.\nAumenta a velocidade de fabricação de itens do seu inventário em 40%.\nSua mochila tem 20% de chance de ignorar dano físico ao ser atingida.","Вы только что прошли проверку, рядовой.\nПереносите на один ряд больше предметов, не перегружая себя.\nУвеличивает скорость создания предметов из вашего инвентаря на 40%.\nВаш рюкзак имеет 20% шанс игнорировать физический урон при попадании.","Denetimden geçtiniz, er.\nEşya taşıma kapasiteniz artar, böylece ağırlıktan etkilenmezsiniz.\nEnvanterinizdeki eşyaların üretim hızını %40 artırır.\nÇantanızın darbe aldığında fiziksel hasarı %20 oranında görmezden gelme olasılığı vardır.",士兵，你已通过检查。\n可以携带更多物品而不会超重。\n物品栏中物品的制作速度提高40%。\n你的背包在受到攻击时有20%的几率无视物理伤害。,士兵，你已通過檢查。 \n可以攜帶更多物品而不會超重。 \n物品欄中物品的製作速度提高40%。 \n你的背包在受到攻擊時有20%的幾率無視於物理傷害。
rwsuiPackMuleRank5LongDesc2page,progression,perk Str,,,Now you're showing off! You're either part mule or strongman.\nCarry one more row of items without being encumbered.\nIncreases the crafting speed of items from your inventory by 50%.\nYour pack has a 25% chance to ignore physical damage when hit.,,"Jetzt gibst du aber an! Du bist entweder ein richtiger Kraftprotz oder ein Kraftprotz.\nTrage eine weitere Reihe Gegenstände, ohne überladen zu sein.\nErhöht die Herstellungsgeschwindigkeit von Gegenständen aus deinem Inventar um 50 %.\nDein Rucksack hat eine Chance von 25 %, physischen Schaden zu ignorieren, wenn er getroffen wird.",¡Ahora sí que te estás luciendo! Eres mitad mula o mitad forzudo.\nLleva una fila más de objetos sin que te estorben.\nAumenta la velocidad de fabricación de objetos de tu inventario un 50%.\nTu mochila tiene un 25% de probabilidad de ignorar el daño físico al ser golpeada.,"Tu frimes ! Tu es soit un demi-mulet, soit un colosse.\nTransporte une rangée d'objets supplémentaire sans être surchargé.\nAugmente la vitesse de fabrication des objets de ton inventaire de 50 %.\nTon sac a 25 % de chances d'ignorer les dégâts physiques lorsqu'il est touché.",Ora ti stai mettendo in mostra! O sei in parte mulo o in parte uomo forte.\nTrasporta un'altra fila di oggetti senza essere intralciato.\nAumenta del 50% la velocità di creazione degli oggetti dal tuo inventario.\nIl tuo zaino ha il 25% di probabilità di ignorare i danni fisici quando viene colpito.,さあ、自慢しましょう！あなたはラバか力持ちのどちらかです。\n荷物にならずに持ち運べるアイテムの列が1列増えます。\nインベントリ内のアイテムの作成速度が50%上昇します。\nパックが物理攻撃を受けても、25%の確率で物理ダメージを無視します。,이제 자랑하는군! 넌 정말 노새 반쪽이거나 괴력의 사나이 같아.\n무게 제한 없이 아이템 한 줄을 더 운반할 수 있습니다.\n인벤토리에서 아이템 제작 속도를 50% 증가시킵니다.\n짐이 피격 시 물리 피해를 무시할 확률이 25%입니다.,"No to się popisujesz! Jesteś albo po części mułem, albo siłaczem.\nPonieś o jeden rząd przedmiotów więcej bez obciążenia.\nZwiększa prędkość tworzenia przedmiotów z twojego ekwipunku o 50%.\nTwój plecak ma 25% szans na zignorowanie obrażeń fizycznych po trafieniu.",Agora você está se exibindo! Você é meio mula ou meio fortão.\nCarregue mais uma fileira de itens sem ficar sobrecarregado.\nAumenta a velocidade de fabricação de itens do seu inventário em 50%.\nSua mochila tem 25% de chance de ignorar dano físico ao ser atingida.,"Теперь ты хвастаешься! Ты либо наполовину мул, либо силач.\nПереноси на один ряд предметов больше, не будучи перегруженным.\nУвеличивает скорость создания предметов из инвентаря на 50%.\nУ твоего рюкзака есть 25% шанс игнорировать физический урон при попадании.",Şimdi hava atıyorsun! Ya katır gibisin ya da güçlü adam gibi.\nEşya taşıma sıranızı yük olmadan bir sıra daha taşıyabilirsiniz.\nEnvanterinizdeki eşyaların üretim hızını %50 artırır.\nÇantanızın darbe aldığında fiziksel hasarı %25 oranında görmezden gelme şansı vardır.,你这是在炫耀啊！你不是半个骡子就是个大力士。\n可以多携带一排物品而不超重。\n物品栏中物品的制作速度提高50%。\n你的背包有25%的几率在受到攻击时无视物理伤害。,你這是在炫耀啊！你不是半個騾子就是個大力士。 \n可以多攜帶一排物品而不超重。 \n物品欄中物品的製作速度提高50%。 \n你的背包有25%的幾率在受到攻擊時無視物理傷害。
